uniprot	unigene	gene	index	order
THTPA_HUMAN	THTPA	THTPA	46328	0
TIM16_HUMAN	PAM16	PAM16	36594	0
TDT_HUMAN	DNTT	DNTT	6173	0
TINF2_HUMAN	TINF2	TINF2	46387	0
TBX1_HUMAN	TBX1	TBX1	45957	0
TMIE_HUMAN	TMIE	TMIE	46784	0
TMM71_HUMAN	TMEM71	TMEM71	46751	0
TIFA_HUMAN	TIFA	TIFA	46346	0
TMM89_HUMAN	TMEM89	TMEM89	46767	0
TX13B_HUMAN	TEX13B	TEX13B	46177	0
U2AF2_HUMAN	U2AF2	U2AF2	48081	0
VAV3_HUMAN	VAV3	VAV3	48610	0
V1AR_HUMAN	AVPR1A	AVPR1A	1828	0
YIF1B_HUMAN	YIF1B	YIF1B	49226	0
ZNF12_HUMAN	ZNF12	ZNF12	49571	0
Z385D_HUMAN	ZNF385D	ZNF385D	49756	0
ZAR1L_HUMAN	ZAR1L	ZAR1L	49300	0
ZCH24_HUMAN	ZCCHC24	ZCCHC24	49403	0
Z286A_HUMAN	ZNF286A	ZNF286A	49685	0
Z324B_HUMAN	ZNF324B	ZNF324B	49715	0
ZNRD2_HUMAN	SSSCA1	SSSCA1	45260	1
Z512B_HUMAN	ZNF512B	ZNF512B	49842	0
ZBT42_HUMAN	ZBTB42	ZBTB42	49346	0
Z876P_HUMAN	ZNF876P	ZNF876P	50169	0
ZEB1_HUMAN	ZEB1	ZEB1	49445	0
ZN608_HUMAN	ZNF608	ZNF608	49937	0
ZN646_HUMAN	ZNF646	ZNF646	49966	0
ZN174_HUMAN	ZNF174	ZNF174	49598	0
ZN157_HUMAN	ZNF157	ZNF157	49592	0
ZFAN6_HUMAN	ZFAND6	ZFAND6	49457	0
ZN721_HUMAN	ZNF721	ZNF721	50044	0
ZN304_HUMAN	ZNF304	ZNF304	49699	0
ZN177_HUMAN	ZNF177	ZNF177	49600	0
ZN826_HUMAN	ZNF826P	ZNF826P	50139	0
ZN253_HUMAN	ZNF253	ZNF253	49656	0
ZN227_HUMAN	ZNF227	ZNF227	49639	0
ZN736_HUMAN	ZNF736	ZNF736	50059	0
ZFX_HUMAN	ZFX	ZFX	49497	0
ZN250_HUMAN	ZNF250	ZNF250	49652	0
ZN490_HUMAN	ZNF490	ZNF490	49825	0
ZFY16_HUMAN	ZFYVE16	ZFYVE16	49501	0
ZN542_HUMAN	ZNF542P	ZNF542P	49868	0
ZN486_HUMAN	ZNF486	ZNF486	49822	0
ZN562_HUMAN	ZNF562	ZNF562	49889	0
ZN544_HUMAN	ZNF544	ZNF544	49870	0
ZGLP1_HUMAN	ZGLP1	ZGLP1	49512	0
ZRAB2_HUMAN	ZRANB2	ZRANB2	50223	0
SYLM_HUMAN	LARS2	LARS2	12776	0
THMS1_HUMAN	THEMIS	THEMIS	46299	0
THOC6_HUMAN	THOC6	THOC6	46309	0
TMM68_HUMAN	TMEM68	TMEM68	46748	0
TMM9B_HUMAN	TMEM9B	TMEM9B	46781	0
TMM59_HUMAN	TMEM59	TMEM59	46737	0
TJB13_HUMAN	TRBJ1-3	TRBJ1-3	47276	0
TNK1_HUMAN	TNK1	TNK1	46893	0
TNR3_HUMAN	LTBR	LTBR	30609	0
TRAF4_HUMAN	TRAF4	TRAF4	47113	0
TRAM2_HUMAN	TRAM2	TRAM2	47185	0
TNR21_HUMAN	TNFRSF21	TNFRSF21	46871	0
TRIM1_HUMAN	MID2	MID2	31340	0
TLE6_HUMAN	TLE6	TLE6	46413	0
TM117_HUMAN	TMEM117	TMEM117	46521	0
TM240_HUMAN	TMEM240	TMEM240	46666	0
TM11E_HUMAN	TMPRSS11E	TMPRSS11E	46804	0
TLK2_HUMAN	TLK2	TLK2	46416	0
TOIP2_HUMAN	TOR1AIP2	TOR1AIP2	46978	0
TM105_HUMAN	TMEM105	TMEM105	46507	0
TM215_HUMAN	TMEM215	TMEM215	46643	0
TVB13_HUMAN	TRBV13	TRBV13	47300	0
TRPV1_HUMAN	TRPV1	TRPV1	47672	0
UPK3A_HUMAN	UPK3A	UPK3A	48395	0
UBA7_HUMAN	UBA7	UBA7	48102	0
UIF_HUMAN	FYTTD1	FYTTD1	8498	0
VCY1_HUMAN	VCY	VCY	48625	0
VHLL_HUMAN	VHLL	VHLL	48668	0
VISL1_HUMAN	VSNL1	VSNL1	48871	0
UTRN_HUMAN	UTRN	UTRN	48577	0
WBP2L_HUMAN	WBP2NL	WBP2NL	48944	0
YMEL1_HUMAN	YME1L1	YME1L1	49237	0
ZNF92_HUMAN	ZNF92	ZNF92	50187	0
ZNF43_HUMAN	ZNF43	ZNF43	49784	0
ZNF90_HUMAN	ZNF90	ZNF90	50182	0
ZNF45_HUMAN	ZNF45	ZNF45	49803	0
ZN100_HUMAN	ZNF100	ZNF100	49561	0
ZN142_HUMAN	ZNF142	ZNF142	49586	0
ZKSC7_HUMAN	ZKSCAN7	ZKSCAN7	49534	0
ZN676_HUMAN	ZNF676	ZNF676	49996	0
ZN185_HUMAN	ZNF185	ZNF185	49606	0
ZER1_HUMAN	ZER1	ZER1	49450	0
ZN222_HUMAN	ZNF222	ZNF222	49634	0
ZN764_HUMAN	ZNF764	ZNF764	50086	0
ZN219_HUMAN	ZNF219	ZNF219	49631	0
ZN747_HUMAN	ZNF747	ZNF747	50076	0
ZN701_HUMAN	ZNF701	ZNF701	50019	0
ZFHX2_HUMAN	ZFHX2	ZFHX2	49463	0
ZN75D_HUMAN	ZNF75D	ZNF75D	50082	0
ZSC23_HUMAN	ZSCAN23	ZSCAN23	50241	0
ZN470_HUMAN	ZNF470	ZNF470	49812	0
ZN468_HUMAN	ZNF468	ZNF468	49810	0
ZFP42_HUMAN	ZFP42	ZFP42	49478	0
ZN549_HUMAN	ZNF549	ZNF549	49874	0
ZGPAT_HUMAN	ZGPAT	ZGPAT	49513	0
ZN714_HUMAN	ZNF714	ZNF714	50038	0
UD3A1_HUMAN	UGT3A1	UGT3A1	48323	0
UNC4_HUMAN	UNCX	UNCX	48374	0
UHRF2_HUMAN	UHRF2	UHRF2	48330	0
UN13B_HUMAN	UNC13B	UNC13B	48351	0
UD2A2_HUMAN	UGT2A2	UGT2A2	48308	0
VGLU3_HUMAN	SLC17A8	SLC17A8	43610	0
UT14A_HUMAN	UTP14A	UTP14A	48569	0
XDH_HUMAN	XDH	XDH	49136	0
VTDB_HUMAN	GC	GC	8750	0
XP32_HUMAN	C1orf68	C1orf68	2700	1
WTIP_HUMAN	WTIP	WTIP	49111	0
WIPF3_HUMAN	WIPF3	WIPF3	49065	0
WWP1_HUMAN	WWP1	WWP1	49118	0
XAGE1_HUMAN	XAGE1B	XAGE1B	49126	3
VPRE3_HUMAN	VPREB3	VPREB3	48823	0
WDR74_HUMAN	WDR74	WDR74	49010	0
WDR13_HUMAN	WDR13	WDR13	48964	0
WFDC9_HUMAN	WFDC9	WFDC9	49049	0
WFS1_HUMAN	WFS1	WFS1	49052	0
WFD13_HUMAN	WFDC13	WFDC13	49042	0
WDR31_HUMAN	WDR31	WDR31	48974	0
ZBT10_HUMAN	ZBTB10	ZBTB10	49317	0
ZBT45_HUMAN	ZBTB45	ZBTB45	49349	0
ZBT17_HUMAN	ZBTB17	ZBTB17	49324	0
ZBT7A_HUMAN	ZBTB7A	ZBTB7A	49359	0
ZMY11_HUMAN	ZMYND11	ZMYND11	49554	0
YTHD1_HUMAN	YTHDF1	YTHDF1	49254	0
ZN451_HUMAN	ZNF451	ZNF451	49804	0
ZN274_HUMAN	ZNF274	ZNF274	49670	0
ZFN2B_HUMAN	ZFAND2B	ZFAND2B	49453	0
ZN404_HUMAN	ZNF404	ZNF404	49766	0
ZN326_HUMAN	ZNF326	ZNF326	49716	0
ZN786_HUMAN	ZNF786	ZNF786	50108	0
ZFYV9_HUMAN	ZFYVE9	ZFYVE9	49507	0
ZN488_HUMAN	ZNF488	ZNF488	49824	0
TEDC2_HUMAN	C16orf59	C16orf59	2528	1
TGS1_HUMAN	TGS1	TGS1	46268	0
TCAF1_HUMAN	TCAF1	TCAF1	45975	0
TR10D_HUMAN	TNFRSF10D	TNFRSF10D	46859	0
TR13C_HUMAN	TNFRSF13C	TNFRSF13C	46864	0
TM266_HUMAN	C15orf27	C15orf27	2503	1
TP4AP_HUMAN	TRPC4AP	TRPC4AP	47655	0
TRM1L_HUMAN	TRMT1L	TRMT1L	47604	0
TM109_HUMAN	TMEM109	TMEM109	46514	0
TNR27_HUMAN	EDA2R	EDA2R	6540	0
TMA7_HUMAN	TMA7	TMA7	46462	0
TM7S3_HUMAN	TM7SF3	TM7SF3	46454	0
TLE2_HUMAN	TLE2	TLE2	46410	0
TLR10_HUMAN	TLR10	TLR10	46424	0
TVA5_HUMAN	TRAV5	TRAV5	47257	0
TVB16_HUMAN	TRBV16	TRBV16	47303	0
TVAM1_HUMAN	TRAV13-1	TRAV13-1	47222	0
TRYB1_HUMAN	TPSAB1	TPSAB1	47062	0
TVG10_HUMAN	TRGV10	TRGV10	47424	0
TLR6_HUMAN	TLR6	TLR6	46430	0
TSYL2_HUMAN	TSPYL2	TSPYL2	47793	0
TUSC1_HUMAN	TUSC1	TUSC1	48007	0
TRNK1_HUMAN	TRANK1	TRANK1	47187	0
U5S1_HUMAN	EFTUD2	EFTUD2	6681	0
UNKL_HUMAN	UNKL	UNKL	48380	0
UPK2_HUMAN	UPK2	UPK2	48394	0
VIP_HUMAN	VIP	VIP	48675	0
VEXIN_HUMAN	C8orf46	C8orf46	2921	1
VAMP2_HUMAN	VAMP2	VAMP2	48590	0
VSX2_HUMAN	VSX2	VSX2	48880	0
VWA1_HUMAN	VWA1	VWA1	48896	0
VP33B_HUMAN	VPS33B	VPS33B	48841	0
WWC2_HUMAN	WWC2	WWC2	49113	0
XAF1_HUMAN	XAF1	XAF1	49124	0
TAOK2_HUMAN	TAOK2	TAOK2	45812	0
T178B_HUMAN	TMEM178B	TMEM178B	46592	0
TBC19_HUMAN	TBC1D19	TBC1D19	45893	0
TGFR1_HUMAN	TGFBR1	TGFBR1	46248	0
TPSNR_HUMAN	TAPBPL	TAPBPL	45817	0
TXK_HUMAN	TXK	TXK	48031	0
UB2V2_HUMAN	UBE2V2	UBE2V2	48196	0
U17L8_HUMAN	USP17L8	USP17L8	48489	0
ULK1_HUMAN	ULK1	ULK1	48336	0
UAP1L_HUMAN	UAP1L1	UAP1L1	48085	0
TYDP2_HUMAN	TDP2	TDP2	46102	0
VAPA_HUMAN	VAPA	VAPA	48598	0
VANG2_HUMAN	VANGL2	VANGL2	48597	0
VSI10_HUMAN	VSIG10	VSIG10	48866	0
VRK2_HUMAN	VRK2	VRK2	48862	0
XCL1_HUMAN	XCL1	XCL1	49133	0
WDR5_HUMAN	WDR5	WDR5	48993	0
YIF1A_HUMAN	YIF1A	YIF1A	49225	0
ZPI_HUMAN	SERPINA10	SERPINA10	43193	0
ZN572_HUMAN	ZNF572	ZNF572	49901	0
ZXDA_HUMAN	ZXDA	ZXDA	50270	0
ZFY_HUMAN	ZFY	ZFY	49499	0
MTR1A_HUMAN	MTNR1A	MTNR1A	34007	0
MTMR4_HUMAN	MTMR4	MTMR4	33861	0
MUL1_HUMAN	MUL1	MUL1	34064	0
PCDA9_HUMAN	PCDHA9	PCDHA9	36761	0
NAV1_HUMAN	NAV1	NAV1	34347	0
NALP7_HUMAN	NLRP7	NLRP7	34822	0
NBPF8_HUMAN	NBPF8	NBPF8	34387	0
MYF5_HUMAN	MYF5	MYF5	34119	0
MUTA_HUMAN	MUT	MUT	34072	1
NICN1_HUMAN	NICN1	NICN1	34723	0
NKX24_HUMAN	NKX2-4	NKX2-4	34787	0
NEUL1_HUMAN	NEURL1	NEURL1	34632	0
NKX32_HUMAN	NKX3-2	NKX3-2	34792	0
NPDC1_HUMAN	NPDC1	NPDC1	34973	0
NLRC5_HUMAN	NLRC5	NLRC5	34808	0
NEUR4_HUMAN	NEU4	NEU4	34631	0
NDUF7_HUMAN	NDUFAF7	NDUFAF7	34520	0
NKAI2_HUMAN	NKAIN2	NKAIN2	34767	0
NELL1_HUMAN	NELL1	NELL1	34617	0
NFX1_HUMAN	NFX1	NFX1	34692	0
NFIA_HUMAN	NFIA	NFIA	34672	0
NOB1_HUMAN	NOB1	NOB1	34888	0
NPRL2_HUMAN	NPRL2	NPRL2	35065	0
NTM1B_HUMAN	METTL11B	METTL11B	31203	0
NU214_HUMAN	NUP214	NUP214	35298	0
NTAL_HUMAN	LAT2	LAT2	12781	0
PRR5_HUMAN	PRR5	PRR5	38322	0
NRX1A_HUMAN	NRXN1	NRXN1	35158	0
NRDC_HUMAN	NRD1	NRD1	35128	1
O2AP1_HUMAN	OR2AP1	OR2AP1	35684	0
O52A5_HUMAN	OR52A5	OR52A5	35952	0
OSBL5_HUMAN	OSBPL5	OSBPL5	36378	0
NXNL2_HUMAN	NXNL2	NXNL2	35352	0
NXPE1_HUMAN	NXPE1	NXPE1	35354	0
PEG3_HUMAN	PEG3	PEG3	37010	0
PKP2_HUMAN	PKP2	PKP2	37416	0
PPCE_HUMAN	PREP	PREP	38127	0
PRRP_HUMAN	PRLH	PRLH	38207	0
TECT2_HUMAN	TCTN2	TCTN2	46087	0
TECRL_HUMAN	TECRL	TECRL	46123	0
THSD1_HUMAN	THSD1	THSD1	46321	0
THAP1_HUMAN	THAP1	THAP1	46272	0
TCF20_HUMAN	TCF20	TCF20	46046	0
TCL1B_HUMAN	TCL1B	TCL1B	46063	0
TBX5_HUMAN	TBX5	TBX5	45969	0
TOP1M_HUMAN	TOP1MT	TOP1MT	46963	0
TCPA_HUMAN	TCP1	TCP1	46068	0
TR112_HUMAN	TRMT112	TRMT112	47596	0
TMM81_HUMAN	TMEM81	TMEM81	46759	0
TSN4_HUMAN	TSPAN4	TSPAN4	47755	0
TTC22_HUMAN	TTC22	TTC22	47827	0
TX1B3_HUMAN	TAX1BP3	TAX1BP3	45880	0
TWST2_HUMAN	TWIST2	TWIST2	48028	0
U2D2L_HUMAN	UBE2DNL	UBE2DNL	48139	0
VGF_HUMAN	VGF	VGF	48662	0
TSN12_HUMAN	TSPAN12	TSPAN12	47742	0
UN93B_HUMAN	UNC93B1	UNC93B1	48366	0
UB2R2_HUMAN	UBE2R2	UBE2R2	48183	0
TXND3_HUMAN	NME8	NME8	34842	0
UBE3B_HUMAN	UBE3B	UBE3B	48206	0
UBX2B_HUMAN	UBXN2B	UBXN2B	48258	0
VITRN_HUMAN	VIT	VIT	48680	0
VAS1L_HUMAN	ATP6AP1L	ATP6AP1L	1731	0
UTP11_HUMAN	UTP11L	UTP11L	48568	1
VAMP5_HUMAN	VAMP5	VAMP5	48593	0
VA0D2_HUMAN	ATP6V0D2	ATP6V0D2	1741	0
WSCD2_HUMAN	WSCD2	WSCD2	49105	0
WWC3_HUMAN	WWC3	WWC3	49116	0
WNT8B_HUMAN	WNT8B	WNT8B	49093	0
XPO4_HUMAN	XPO4	XPO4	49168	0
WHRN_HUMAN	DFNB31	DFNB31	5826	1
XLRS1_HUMAN	RS1	RS1	42599	0
WNK2_HUMAN	WNK2	WNK2	49074	0
WDR25_HUMAN	WDR25	WDR25	48970	0
WDR18_HUMAN	WDR18	WDR18	48966	0
VMA5A_HUMAN	VWA5A	VWA5A	48900	0
VMAT1_HUMAN	SLC18A1	SLC18A1	43612	0
YKT6_HUMAN	YKT6	YKT6	49235	0
ZN548_HUMAN	ZNF548	ZNF548	49873	0
ZFP82_HUMAN	ZFP82	ZFP82	49485	0
ZSWM3_HUMAN	ZSWIM3	ZSWIM3	50256	0
ZN510_HUMAN	ZNF510	ZNF510	49839	0
ZN584_HUMAN	ZNF584	ZNF584	49914	0
SYCP1_HUMAN	SYCP1	SYCP1	45657	0
TBX15_HUMAN	TBX15	TBX15	45959	0
TCPQL_HUMAN	CCT8L1P	CCT8L1P	3587	0
TCF7_HUMAN	TCF7	TCF7	46054	0
TIMP2_HUMAN	TIMP2	TIMP2	46381	0
TF2AA_HUMAN	GTF2A1	GTF2A1	9526	0
TCHP_HUMAN	TCHP	TCHP	46060	0
TENS4_HUMAN	TNS4	TNS4	46930	0
TISD_HUMAN	ZFP36L2	ZFP36L2	49475	0
TMF1_HUMAN	TMF1	TMF1	46783	0
TIF1A_HUMAN	TRIM24	TRIM24	47462	0
TOPB1_HUMAN	TOPBP1	TOPBP1	46972	0
TRH_HUMAN	TRH	TRH	47437	0
TMCC2_HUMAN	TMCC2	TMCC2	46478	0
TRI16_HUMAN	TRIM16	TRIM16	47455	0
TNR19_HUMAN	TNFRSF19	TNFRSF19	46868	0
TOB2_HUMAN	TOB2	TOB2	46935	0
TPMT_HUMAN	TPMT	TPMT	47038	0
TRAM1_HUMAN	TRAM1	TRAM1	47183	0
TM192_HUMAN	TMEM192	TMEM192	46617	0
TM232_HUMAN	TMEM232	TMEM232	46658	0
TOX_HUMAN	TOX	TOX	46983	0
TM207_HUMAN	TMEM207	TMEM207	46634	0
TNAP2_HUMAN	TNFAIP2	TNFAIP2	46848	0
TLL2_HUMAN	TLL2	TLL2	46420	0
TM59L_HUMAN	TMEM59L	TMEM59L	46738	0
TMA16_HUMAN	TMA16	TMA16	46459	0
TM182_HUMAN	TMEM182	TMEM182	46598	0
TVA3_HUMAN	TRAV3	TRAV3	47242	0
TVBL4_HUMAN	TRBV12-4	TRBV12-4	47298	0
TRPC4_HUMAN	TRPC4	TRPC4	47654	0
TVBK1_HUMAN	TRBV11-1	TRBV11-1	47292	0
TRYG1_HUMAN	TPSG1	TPSG1	47065	0
TSP50_HUMAN	PRSS50	PRSS50	38369	0
TSG13_HUMAN	TSGA13	TSGA13	47723	0
UBE2U_HUMAN	UBE2U	UBE2U	48188	0
VGLL1_HUMAN	VGLL1	VGLL1	48663	0
VDAC1_HUMAN	VDAC1	VDAC1	48627	0
UT1_HUMAN	SLC14A1	SLC14A1	43576	0
WDR47_HUMAN	WDR47	WDR47	48990	0
WBP11_HUMAN	WBP11	WBP11	48939	0
WDR12_HUMAN	WDR12	WDR12	48963	0
ZN853_HUMAN	ZNF853	ZNF853	50162	0
ZGRF1_HUMAN	ZGRF1	ZGRF1	49514	0
ZP3_HUMAN	ZP3	ZP3	50216	0
ZN567_HUMAN	ZNF567	ZNF567	49894	0
ZN568_HUMAN	ZNF568	ZNF568	49895	0
ZN589_HUMAN	ZNF589	ZNF589	49921	0
UBL7_HUMAN	UBL7	UBL7	48221	0
UR2R_HUMAN	UTS2R	UTS2R	48580	0
USPL1_HUMAN	USPL1	USPL1	48565	0
UTF1_HUMAN	UTF1	UTF1	48567	0
UROM_HUMAN	UMOD	UMOD	48344	0
XYLT1_HUMAN	XYLT1	XYLT1	49194	0
VTI1A_HUMAN	VTI1A	VTI1A	48884	0
VP13C_HUMAN	VPS13C	VPS13C	48828	0
WSB1_HUMAN	WSB1	WSB1	49102	0
XPOT_HUMAN	XPOT	XPOT	49172	0
VSIG2_HUMAN	VSIG2	VSIG2	48868	0
VRK3_HUMAN	VRK3	VRK3	48863	0
WDR20_HUMAN	WDR20	WDR20	48968	0
WDR38_HUMAN	WDR38	WDR38	48980	0
WNT11_HUMAN	WNT11	WNT11	49080	0
YAE1_HUMAN	YAE1D1	YAE1D1	49196	2
ZNF25_HUMAN	ZNF25	ZNF25	49651	0
ZNF84_HUMAN	ZNF84	ZNF84	50151	0
ZBT26_HUMAN	ZBTB26	ZBTB26	49335	0
Z385A_HUMAN	ZNF385A	ZNF385A	49753	0
ZNF91_HUMAN	ZNF91	ZNF91	50186	0
ZC12C_HUMAN	ZC3H12C	ZC3H12C	49376	0
ZN613_HUMAN	ZNF613	ZNF613	49941	0
ZN607_HUMAN	ZNF607	ZNF607	49936	0
ZEP3_HUMAN	HIVEP3	HIVEP3	10068	0
ZSA5D_HUMAN	ZSCAN5D	ZSCAN5D	50252	1
ZN316_HUMAN	ZNF316	ZNF316	49701	0
ZN497_HUMAN	ZNF497	ZNF497	49830	0
ZFP1_HUMAN	ZFP1	ZFP1	49467	0
ZN492_HUMAN	ZNF492	ZNF492	49827	0
ZN474_HUMAN	ZNF474	ZNF474	49815	0
ZN566_HUMAN	ZNF566	ZNF566	49893	0
U17L5_HUMAN	USP17L5	USP17L5	48486	0
ULK3_HUMAN	ULK3	ULK3	48338	0
VCX1_HUMAN	VCX	VCX	48621	0
VNN3_HUMAN	VNN3	VNN3	48819	0
WNT3A_HUMAN	WNT3A	WNT3A	49085	0
XRN2_HUMAN	XRN2	XRN2	49188	0
VP26A_HUMAN	VPS26A	VPS26A	48834	0
WAC_HUMAN	WAC	WAC	48914	0
XKRY_HUMAN	XKRY	XKRY	49154	0
WDR91_HUMAN	WDR91	WDR91	49027	0
XKR6_HUMAN	XKR6	XKR6	49149	0
XPO5_HUMAN	XPO5	XPO5	49169	0
XAGE3_HUMAN	XAGE3	XAGE3	49129	0
VSIG1_HUMAN	VSIG1	VSIG1	48865	0
WASH1_HUMAN	WASH1	WASH1	48929	2
YBOX2_HUMAN	YBX2	YBX2	49216	0
YD286_HUMAN	C5orf63	C5orf63	2853	0
YIPF5_HUMAN	YIPF5	YIPF5	49231	0
U1SBP_HUMAN	SNRNP35	SNRNP35	44675	0
TXLNA_HUMAN	TXLNA	TXLNA	48032	0
UBE2S_HUMAN	UBE2S	UBE2S	48184	0
VASH1_HUMAN	VASH1	VASH1	48602	0
UXS1_HUMAN	UXS1	UXS1	48584	0
VN1R3_HUMAN	VN1R3	VN1R3	48725	0
WSB2_HUMAN	WSB2	WSB2	49103	0
XPO2_HUMAN	CSE1L	CSE1L	5002	0
XIRP1_HUMAN	XIRP1	XIRP1	49141	0
WIPI1_HUMAN	WIPI1	WIPI1	49066	0
VWC2L_HUMAN	VWC2L	VWC2L	48908	0
WDR72_HUMAN	WDR72	WDR72	49008	0
XPP1_HUMAN	XPNPEP1	XPNPEP1	49164	0
XG_HUMAN	XG	XG	49137	0
XCT_HUMAN	SLC7A11	SLC7A11	43965	0
VMA21_HUMAN	VMA21	VMA21	48687	0
XAGE5_HUMAN	XAGE5	XAGE5	49130	0
WDR93_HUMAN	WDR93	WDR93	49029	0
WFDC1_HUMAN	WFDC1	WFDC1	49037	0
WDR48_HUMAN	WDR48	WDR48	48991	0
WASL_HUMAN	WASL	WASL	48937	0
WASF2_HUMAN	WASF2	WASF2	48925	0
WBP4_HUMAN	WBP4	WBP4	48946	0
WDR36_HUMAN	WDR36	WDR36	48978	0
ZPLD1_HUMAN	ZPLD1	ZPLD1	50220	0
VA0E2_HUMAN	ATP6V0E2	ATP6V0E2	1747	0
VGLL3_HUMAN	VGLL3	VGLL3	48665	0
VAX1_HUMAN	VAX1	VAX1	48612	0
VPS50_HUMAN	CCDC132	CCDC132	3325	1
XPR1_HUMAN	XPR1	XPR1	49174	0
YLAT1_HUMAN	SLC7A7	SLC7A7	43978	0
YIPF7_HUMAN	YIPF7	YIPF7	49233	0
ZBT12_HUMAN	ZBTB12	ZBTB12	49320	0
ZN865_HUMAN	ZNF865	ZNF865	50168	0
YYAP1_HUMAN	YY1AP1	YY1AP1	49290	0
ZBT38_HUMAN	ZBTB38	ZBTB38	49341	0
ZNT7_HUMAN	SLC30A7	SLC30A7	43807	0
ZC21B_HUMAN	ZC2HC1B	ZC2HC1B	49369	0
ZC21A_HUMAN	ZC2HC1A	ZC2HC1A	49368	0
ZN638_HUMAN	ZNF638	ZNF638	49961	0
ZN337_HUMAN	ZNF337	ZNF337	49723	0
ZSWM5_HUMAN	ZSWIM5	ZSWIM5	50258	0
ZFN2A_HUMAN	ZFAND2A	ZFAND2A	49452	0
ZFP14_HUMAN	ZFP14	ZFP14	49468	0
ZN781_HUMAN	ZNF781	ZNF781	50103	0
ZFP57_HUMAN	ZFP57	ZFP57	49479	0
ZSWM8_HUMAN	ZSWIM8	ZSWIM8	50264	0
SYP2L_HUMAN	SYNPO2L	SYNPO2L	45695	0
TSY26_HUMAN	TSPY26P	TSPY26P	47784	0
TRXR3_HUMAN	TXNRD3	TXNRD3	48061	0
TTC17_HUMAN	TTC17	TTC17	47822	0
UBQL2_HUMAN	UBQLN2	UBQLN2	48231	0
UTER_HUMAN	SCGB1A1	SCGB1A1	42911	0
YA037_HUMAN	HSD52	HSD52	10642	0
ZN860_HUMAN	ZNF860	ZNF860	50164	0
ZNF41_HUMAN	ZNF41	ZNF41	49769	0
ZDH11_HUMAN	ZDHHC11	ZDHHC11	49416	0
ZBT18_HUMAN	ZBTB18	ZBTB18	49325	0
ZN852_HUMAN	ZNF852	ZNF852	50161	0
Z705A_HUMAN	ZNF705A	ZNF705A	50023	0
Z804A_HUMAN	ZNF804A	ZNF804A	50123	0
ZCCHL_HUMAN	ZC3HAV1L	ZC3HAV1L	49390	0
ZMY15_HUMAN	ZMYND15	ZMYND15	49556	0
ZN600_HUMAN	ZNF600	ZNF600	49930	0
ZN654_HUMAN	ZNF654	ZNF654	49974	0
ZN628_HUMAN	ZNF628	ZNF628	49957	0
ZHX1R_HUMAN	ZHX1-C8orf76	ZHX1-C8orf76	49516	0
ZN135_HUMAN	ZNF135	ZNF135	49579	0
ZN695_HUMAN	ZNF695	ZNF695	50012	0
ZN738_HUMAN	ZNF738	ZNF738	50072	0
ZN394_HUMAN	ZNF394	ZNF394	49760	0
ZFHX4_HUMAN	ZFHX4	ZFHX4	49465	0
ZSC18_HUMAN	ZSCAN18	ZSCAN18	50236	0
ZN419_HUMAN	ZNF419	ZNF419	49777	0
ZN519_HUMAN	ZNF519	ZNF519	49849	0
ZN431_HUMAN	ZNF431	ZNF431	49786	0
ZN462_HUMAN	ZNF462	ZNF462	49808	0
ZN521_HUMAN	ZNF521	ZNF521	49853	0
ZN516_HUMAN	ZNF516	ZNF516	49845	0
ZN552_HUMAN	ZNF552	ZNF552	49877	0
ZN534_HUMAN	ZNF534	ZNF534	49864	0
ZN587_HUMAN	ZNF587	ZNF587	49918	0
ZN716_HUMAN	ZNF716	ZNF716	50039	0
UBP10_HUMAN	USP10	USP10	48448	0
UBE2T_HUMAN	UBE2T	UBE2T	48187	0
UD19_HUMAN	UGT1A9	UGT1A9	48306	0
UBP16_HUMAN	USP16	USP16	48461	0
UD15_HUMAN	UGT1A5	UGT1A5	48302	0
TVB68_HUMAN	TRBV6-8	TRBV6-8	47343	0
UCN2_HUMAN	UCN2	UCN2	48274	0
UCP2_HUMAN	UCP2	UCP2	48277	0
UCN3_HUMAN	UCN3	UCN3	48275	0
UCP1_HUMAN	UCP1	UCP1	48276	0
UBP32_HUMAN	USP32	USP32	48511	0
TYB10_HUMAN	TMSB10	TMSB10	46818	0
VILI_HUMAN	VIL1	VIL1	48669	0
VCAM1_HUMAN	VCAM1	VCAM1	48615	0
USH1G_HUMAN	USH1G	USH1G	48441	0
VAMP7_HUMAN	VAMP7	VAMP7	48594	0
WT1_HUMAN	WT1	WT1	49106	0
WDR86_HUMAN	WDR86	WDR86	49021	0
XKR5_HUMAN	XKR5	XKR5	49148	0
VMAC_HUMAN	VMAC	VMAC	48688	0
VPS4B_HUMAN	VPS4B	VPS4B	48852	0
WASH2_HUMAN	WASH2P	WASH2P	48930	0
ZSC29_HUMAN	ZSCAN29	ZSCAN29	50244	0
ZN816_HUMAN	ZNF816	ZNF816	50134	0
ZN583_HUMAN	ZNF583	ZNF583	49913	0
ZN569_HUMAN	ZNF569	ZNF569	49896	0
UBE4B_HUMAN	UBE4B	UBE4B	48210	0
UQCC2_HUMAN	UQCC2	UQCC2	48401	0
VATE1_HUMAN	ATP6V1E1	ATP6V1E1	1756	0
URGCP_HUMAN	URGCP	URGCP	48428	0
VAV_HUMAN	VAV1	VAV1	48608	0
VNN2_HUMAN	VNN2	VNN2	48818	0
VWCE_HUMAN	VWCE	VWCE	48910	0
XKRY2_HUMAN	XKRY2	XKRY2	49155	0
